v_c,w_c,t_c
1.0152399891437975,1.5479873062372496,1579385487.682547
1.257790138384801,1.0624034431107052,1579385487.786978
1.250657410548545,1.0501821831169726,1579385487.921024
1.3405264264464223,0.7525293100472785,1579385488.055286
1.3565858234171648,0.7059825356000475,1579385488.191198
1.4216961897734643,0.5376145603158075,1579385488.324234
1.4876448327346865,0.3134335730590466,1579385488.457328
1.5215110956602154,0.2537690034547625,1579385488.591005
1.56330866532588,0.11399697091894564,1579385488.726167
1.5961383484257823,-0.05663634821460162,1579385488.858254
1.620013519772953,-0.17056713509173932,1579385488.991809
1.625187237931779,-0.35353552807007893,1579385489.125276
1.6292895726243075,-0.5036531346639848,1579385489.257637
1.6346559646451462,-0.668982793094436,1579385489.389872
1.6357094268092067,-0.7840722621458062,1579385489.521723
1.6351750035750006,-0.9141091205960642,1579385489.655446
1.6208382971748385,-1.130755325145013,1579385489.787629
1.6380586004185997,-1.1267144061854937,1579385489.922097
1.6475701679935655,-1.2227264230699024,1579385490.055227
1.6321858528308015,-1.4826166513048433,1579385490.189419
1.674112571699521,-1.6268054257467524,1579385490.290555
1.7259928393080957,-1.421649234771158,1579385490.422706
1.7581660241439099,-1.4563738529250958,1579385490.55718
1.7985304297439448,-1.7204123876473987,1579385490.656827
1.8563495410882866,-1.7122039021521527,1579385490.790115
1.954906341277187,-1.6506139755397622,1579385490.891671
2.058681625719483,-1.5680343707575326,1579385490.9941
2.1633717722679737,-1.4862387581699008,1579385491.09458
2.2142992132414987,-1.4366745250178141,1579385491.22816
2.3224938347555173,-1.2157994185052852,1579385491.330562
2.422171710963289,-1.0890262805418403,1579385491.433202
2.466200689034986,-1.0187581607672744,1579385491.568867
2.5457040909386586,-0.7819242034357508,1579385491.670357
2.576144782056864,-0.7192676596715192,1579385491.804077
2.625379190895178,-0.46209900678359284,1579385491.902986
2.6219239034890958,-0.21231644630717011,1579385492.037358
2.658344448740408,-0.13210562483600602,1579385492.137412
2.637738155729173,0.06608942705040194,1579385492.239204
2.6241855971367922,0.24046965684269378,1579385492.373351
2.6215062640792937,0.4001841438879077,1579385492.476075
2.5930785598744204,0.5074107607122081,1579385492.609022
2.552418903374413,0.7742943267065183,1579385492.711385
2.529819985233292,0.8742453171009501,1579385492.845259
2.4841100554376414,1.1358532723587489,1579385492.947546
2.4707355055752087,1.0760101973549143,1579385493.082389
2.42556249899029,1.4122638106408247,1579385493.184145
2.4311097703071978,1.2459824493408196,1579385493.31757
2.3969379819952676,1.5882607057389264,1579385493.41805
2.4174068179779984,1.3362528505168751,1579385493.55009
2.4035997830682936,1.63430930642212,1579385493.68381
2.425635223652109,1.647462638763308,1579385493.787267
2.4532128007778784,1.3647709767089233,1579385493.919134
2.4684408324568192,1.3690454416097808,1579385494.054687
2.4871344467712,1.6135574819592624,1579385494.156301
2.511777408007371,1.590431514436588,1579385494.288637
2.5457507772659973,1.5351165572049676,1579385494.39142
2.5779271648317406,1.4657448422903103,1579385494.494469
2.589859073392302,1.4269856521692925,1579385494.628555
2.6124415948516995,1.2893226943331682,1579385494.728703
2.6163935375987704,0.9958081212104656,1579385494.861247
2.6328489776419524,1.1585089188101365,1579385494.963447
2.6285449012774516,0.8773695743801058,1579385495.097873
2.630248063756732,1.0404571899854054,1579385495.198534
2.613153931612883,0.7952130484034658,1579385495.334804
2.601533982789881,0.938312771509174,1579385495.43567
2.566183373494729,0.8628191786328273,1579385495.539202
2.5498523001354423,0.7194513606004734,1579385495.673742
2.5271608394139187,0.8321254906898099,1579385495.775587
2.505102957954138,0.7130701847829616,1579385495.910033
2.4758001428386573,0.8791108116443381,1579385496.013296
2.4585094766715154,0.8919245760435163,1579385496.147598
2.428990483584259,1.018689333315211,1579385496.250058
2.4135572854820317,1.0525959094577264,1579385496.383523
2.3845208558835664,1.1938186487327638,1579385496.486148
2.3734074876768907,1.125110325157965,1579385496.623987
2.3419780728911967,1.4380335745365904,1579385496.727168
2.339249637904418,1.3381687250501813,1579385496.861584
2.3008275414967785,1.691012906131384,1579385496.963917
2.28183855912437,1.7735427175942793,1579385497.065385
2.270479548308648,1.6160611085740426,1579385497.19912
2.2319594900496513,1.9791017398564041,1579385497.30333
2.208893646990736,2.0328520657085507,1579385497.405217
2.218117786782199,1.8025407203308041,1579385497.539717
2.1821930470288766,2.1477377746707216,1579385497.642784
2.1967569409427035,2.1188940648327046,1579385497.745754
2.187475780723548,2.115158726398828,1579385497.882129
2.185559784187348,2.0681105374910014,1579385497.984559
2.1931365824256006,2.029242902617137,1579385498.087966
2.192829335225671,1.981615092160531,1579385498.224473
2.2017816375908943,1.844966920462924,1579385498.327511
2.2210919280805457,1.771677941146961,1579385498.430678
2.229213764786054,1.481095002239311,1579385498.569683
2.243746324438312,1.5832528730209532,1579385498.671687
2.247006262765804,1.280059415343333,1579385498.808282
2.2544672689369776,1.3892704399727442,1579385498.910602
2.2631562767570808,1.3337752240258847,1579385499.044101
2.2720990795645215,1.1750908936032476,1579385499.146812
2.274845382920323,0.9647563777005119,1579385499.279179
2.284139019944694,1.013731672324556,1579385499.384374
2.2890476732992244,0.7918002006102594,1579385499.517628
2.2996418707421786,0.797836360450452,1579385499.618076
2.304520630990056,0.5934262561312625,1579385499.753136
2.3141824179535107,0.5432353443666679,1579385499.856663
2.3108198064645395,0.36556756271699226,1579385499.989159
2.315027927960826,0.2959380629858196,1579385500.09351
2.3099007340567215,0.1449744122378421,1579385500.229528
2.3015514374986585,-0.024281731834071174,1579385500.331904
2.2896531109317553,-0.10289243404584147,1579385500.467755
2.2793507922055225,-0.1990691382806687,1579385500.606628
2.2611024104408894,-0.43800865015192336,1579385500.710569
2.253037193284361,-0.4389759418899859,1579385500.848208
2.2387803136266498,-0.5851929236114077,1579385500.981962
2.2343455872869393,-0.5817122018586958,1579385501.117575
2.227000103894405,-0.6842113542423051,1579385501.253785
2.220492614183251,-0.7760898522487607,1579385501.390053
2.216243265888463,-0.8709055728807384,1579385501.526748
2.2065199403694544,-1.1441589038212021,1579385501.660735
2.2171435462303006,-1.0239915442443843,1579385501.796538
2.2246290828296362,-1.0922762033648739,1579385501.932349
