v_c,w_c,v,w,v_out,w_out,dt,dt_msg
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049973889,-0.025008007000000054
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050044644,-0.04915350299999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099984181,-0.012901230999999957
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.04999804699999999,-0.09618227300000004
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.149995625,-0.010324584000000026
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05003017600000004,-0.09093480300000001
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.150036679,-0.002693120999999965
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.04998393099999998,-0.08378018600000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099981775,-0.029640342999999958
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049995015,-0.010021285999999963
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050008403,-0.029643029000000043
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049990274,-0.010565630999999964
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050003661,-0.027872064999999946
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049988858,-0.04783617100000004
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100007613,-0.01944950000000001
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050001821,-0.0005007449999999691
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050019447,-0.017572286000000048
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049988672,-0.037570673000000054
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100009563,-0.00932510200000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.050057777000000026,-0.090413772
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.150046169,-0.007665538999999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049994198,-0.02730553999999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100046796,-0.0003435750000000404
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05002618800000003,-0.08120181500000001
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099979607,-0.048695142999999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099978003,-0.017309212000000018
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050040005,-0.040068173999999956
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050012812,-0.021206418000000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.0499685,-0.03819086199999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099961661,-0.00822412699999997
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050174502,-0.02998384899999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049891759,-0.01096109700000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049971476,-0.028249408999999948
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049998668,-0.04844188599999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100023264,-0.019946580000000047
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049998507,-0.000803966999999961
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049978596,-0.01809135900000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050008029,-0.03802747299999998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100020799,-0.009701524999999989
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05002570900000003,-0.09078125400000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.149992913,-0.008045506999999952
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049974207,-0.02762634399999997
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050034436,-0.049698746000000016
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050387238,-0.030186476000000018
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049609566,-0.047841943
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100025789,-0.01779010000000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050002157,-0.03938098899999998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.04997575,-0.02041920500000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.04999451,-0.03754977699999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100001588,-0.007596283000000037
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050046232,-0.029229881000000013
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049971514,-0.010535547000000034
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049981202,-0.027477247999999954
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050000486,-0.04740183200000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100000158,-0.01938667999999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050000201,-0.0006743879999999702
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050017085,-0.017418319000000015
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.05001304,-0.012075383999999967
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049969196,0.007876912
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050001144,0.020931998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050010641,0.009810685
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049979876,0.028924653
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050008166,0.042716799
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050000599,0.048046339
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050018277,0.001110509
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049983004,0.080751592
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.04999801,0.035954613
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050028002,0.008213574
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049972581,-0.010164874999999962
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050012097,0.010234204
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049989161,-0.0038604500000000153
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050027652,-0.031627826000000026
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099976373,5.8551e-05
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05000424400000003,-0.07965264800000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100000802,-0.041589893000000044
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099999999,-0.02152997499999998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050165726,-0.03926919799999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049832488,-0.019701803000000018
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050001041,-0.03371257400000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099977668,-0.011694920000000053
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050024554,-0.02935740099999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050023482,-0.009354870999999987
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049993171,-0.02336087600000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100002902,-0.0011999710000000219
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049954261,-0.019605561999999965
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.05002413,0.000761442
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050007018,-0.013277446000000026
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.0499928,-0.041401778
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100017013,-0.009305687999999979
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05001660299999999,-0.08946722100000004
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.150000074,-0.0037672069999999946
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049974915,-0.03123922999999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050043859,-0.04938952200000002
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050056841,-0.028940692000000046
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049944225,-0.04321641899999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099984987,-0.020908443000000054
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050009578,-0.039043901999999964
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050006335,-0.018868498999999983
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049981478,-0.03313296099999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100022992,-0.010757892999999963
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049950921,-0.02877009500000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050142827,-0.008868281000000033
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049899048,-0.022948143000000032
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099989993,-0.0008533149999999656
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049986212,-0.02461807599999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050011311,-0.020609628999999963
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050001874,-0.0010938619999999455
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.04999242,-0.040584465000000014
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099997108,-0.014902190000000037
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050009257,-0.025522061999999957
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049993398,-0.0064427320000000066
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050019431,-0.03132416699999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099989976,-0.00430124300000001
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049986713,-0.01536041499999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.05000184,0.003687302
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050029228,-0.021223435999999984
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050222404,-0.04396212399999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099796861,-0.0051761009999999885
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05005914,-0.08618530999999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.150165579,-0.011057686999999983
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049872604,-0.03406415900000004
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049997337,-0.04519377000000002
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049978283,-0.026317429000000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100020719,-0.0011417860000000335
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049967074,-0.023979638999999997
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050021216,-0.03490059599999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049996269,-0.01591328599999997
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049993385,-0.04103391300000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100000939,-0.013837902000000013
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050004058,-0.02476695699999998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050013216,-0.005842569999999991
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049980418,-0.031072246000000026
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.10000062,-0.0036696069999999636
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049999658,-0.01488701800000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049984292,0.003898295
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049984171,-0.020928516000000008
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050034621,-0.043726955999999984
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100173174,-0.004565810999999975
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,-0.05017487200000004,-0.08552767500000003
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.150013716,-0.010564789000000019
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049983949,-0.03354979999999996
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050009824,-0.04458013900000002
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049990291,-0.02551869799999995
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.10000449,-0.0004813540000000449
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049997657,-0.023459570999999957
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050013271,-0.034305264999999974
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049985927,-0.015424380000000015
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049998077,-0.04054031499999999
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.100010212,-0.01493720300000001
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050345655,-0.00988154100000005
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049632414,0.009111939
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.05003853,-0.030038582999999952
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.099934696,-0.004169811000000023
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050360758,-0.01495698099999998
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.049637195,0.003923979
0.0,0.0,9.405453846311751e-17,-7.383416794626285e-17,9.405453846311751e-17,-7.383416794626285e-17,0.050076286,-0.02089654799999996
