v_c,w_c,t_c
4.900399684906006,4.805246353149414,1579387243.065271
4.900399684906006,4.78485631942749,1579387243.099506
4.900399684906006,4.173155784606934,1579387243.143198
4.900399684906006,3.935272693634033,1579387243.173055
4.900399684906006,3.683795928955078,1579387243.211069
4.900399684906006,2.983738660812378,1579387243.271966
4.900399684906006,2.834211826324463,1579387243.305034
4.900399684906006,2.664294958114624,1579387243.382858
4.900399684906006,2.392428398132324,1579387243.45223
4.900399684906006,1.6719810962677002,1579387243.512865
4.900399684906006,1.542844295501709,1579387243.545061
4.951838493347168,0.4738929569721222,1579387243.622763
4.951838493347168,-0.11675601452589035,1579387243.691996
4.951838493347168,-0.4532892107963562,1579387243.75297
4.951838493347168,-0.508233368396759,1579387243.785748
4.951838493347168,-0.6455931067466736,1579387243.863649
4.951838493347168,-1.112618327140808,1579387243.932025
4.951838493347168,-1.710135579109192,1579387243.99273
4.951838493347168,-1.7719475030899048,1579387244.025575
4.951838493347168,-2.3076529502868652,1579387244.087137
4.951838493347168,-2.5136935710906982,1579387244.117515
4.951838493347168,-3.1249468326568604,1579387244.184919
4.951838493347168,-3.4889514446258545,1579387244.253541
