x,y,theta,vel,accel,steer,omega,break
30.6213321,-96.33771809999999,0,0.19,0.209,0.0,-0.0002603554166853428,0.0
30.6213321,-96.33771809999999,0,0.19,0.209,0.0,-0.0018305343110114336,0.0
30.6213321,-96.33771809999999,0,0.19,0.209,0.0,-0.0009082776959985495,0.0
30.6213321,-96.33771809999999,0,0.19,0.209,0.0,-0.0013312880182638764,0.0
30.6213321,-96.33771809999999,0,0.19,0.209,0.0,-0.00012626871466636658,0.0
30.6213321,-96.33771809999999,0,0.19,0.342,0.0,-4.955683834850788e-05,0.0
30.621331899999998,-96.3377179,0,0.18,0.4,0.0,-0.003043270902708173,0.0
30.621331899999998,-96.3377179,0,0.18,0.4,0.0,-0.001793685369193554,0.0
30.621331899999998,-96.3377179,0,0.19,0.474,0.0,-0.0016003174241632223,0.0
30.621331899999998,-96.3377179,0,0.23,0.507,0.0,-0.00039540953002870083,0.0
30.621331899999998,-96.3377179,0,0.26,0.573,0.0,-0.001737765152938664,0.0
30.621331899999998,-96.3377179,0,0.33,0.573,0.0,-0.0013957531191408634,0.0
30.621331599999998,-96.3377177,0,0.45,0.573,0.0,-0.0021975128911435604,0.0
30.621331599999998,-96.3377177,0,0.55,0.573,0.0,-0.0010945306858047843,0.0
30.621331599999998,-96.3377177,0,0.57,0.573,0.0,-0.0015851401258260012,0.0
30.621331599999998,-96.3377177,0,0.26,0.573,0.0,-0.0013001917395740747,0.0
30.621331599999998,-96.3377177,0,0.1,0.573,0.0,-0.002712189219892025,0.0
30.621331599999998,-96.3377177,0,0.04,0.573,0.0,-0.0001851273700594902,0.0
30.621331299999998,-96.3377174,0,0.49,0.573,0.0,-0.0008658253354951739,0.0
30.621331299999998,-96.3377174,0,0.63,0.545,0.0,0.0017110176850110292,0.0
30.621331299999998,-96.3377174,0,0.51,0.545,0.0,-0.0003839358687400818,0.0
30.621331299999998,-96.3377174,0,0.21,0.532,0.0,-0.0024881530553102493,0.0
30.621331299999998,-96.3377174,0,0.15,0.531,0.0,-0.0023815142922103405,0.0
30.621331299999998,-96.3377174,0,0.37,0.531,0.0,-0.0034702515695244074,0.0
30.621330999999998,-96.337717,0,0.67,0.531,0.0,-0.002718438394367695,0.0
30.621330999999998,-96.337717,0,0.68,0.531,0.0,-0.0021957685239613056,0.0
30.621330999999998,-96.337717,0,0.49,0.531,0.0,-0.0022047387901693583,0.0
30.621330999999998,-96.337717,0,0.37,0.527,0.0,0.00028163124807178974,0.0
30.621330999999998,-96.337717,0,0.45,0.527,0.0,-0.00025807623751461506,0.0
30.621330999999998,-96.337717,0,0.71,0.527,0.0,-0.0016206239815801382,0.0
30.621330399999998,-96.33771639999999,0,0.82,0.523,0.0,-0.0019246179144829512,0.0
30.621330399999998,-96.33771639999999,0,0.76,0.523,0.0,-0.001999045256525278,0.0
30.621330399999998,-96.33771639999999,0,0.63,0.523,0.0,-0.0028095936868339777,0.0
30.621330399999998,-96.33771639999999,0,0.68,0.504,0.0,-0.003522527404129505,0.0
30.621330399999998,-96.33771639999999,0,0.81,0.469,0.0,-0.004935424774885178,0.0
30.621330399999998,-96.33771639999999,0,0.98,0.462,0.0,-0.0023429952561855316,0.0
30.621329699999997,-96.3377155,0,0.87,0.46,0.0,-0.0014677350409328938,0.0
30.621329699999997,-96.3377155,0,0.8,0.46,0.0,-0.0010081754298880696,0.0
30.621329699999997,-96.3377155,0,0.84,0.46,0.0,-0.0027203033678233624,0.0
30.621329699999997,-96.3377155,0,1.07,0.46,0.0,-0.001976873492822051,0.0
30.621329699999997,-96.3377155,0,1.17,0.46,0.0,-0.00425838865339756,0.0
30.621329699999997,-96.3377155,0,1.13,0.46,0.0,-0.003386139404028654,0.0
30.6213286,-96.3377142,0,1.0,0.46,0.0,-0.004560578148812056,0.0
30.6213286,-96.3377142,0,1.06,0.453,0.0,-0.004521965980529785,0.0
30.6213286,-96.3377142,0,1.15,0.414,0.0,-0.0056008948013186455,0.0
30.6213286,-96.3377142,0,1.29,0.414,0.0,-0.0030050966888666153,0.0
30.6213286,-96.3377142,0,1.22,0.381,0.0,-0.005035077221691608,0.0
30.6213286,-96.3377142,0,1.13,0.37,-0.853,-0.004687696695327759,0.0
30.6213271,-96.3377127,0,1.03,0.321,-6.96,-0.0031932827550917864,0.0
30.6213271,-96.3377127,0,1.21,0.294,-9.92,-0.0033047229517251253,0.0
30.6213271,-96.3377127,0,1.32,0.25,-10.994,-0.004102454520761967,0.0
30.6213271,-96.3377127,0,1.4,0.25,-10.994,-0.0022020586766302586,0.0
30.6213271,-96.3377127,0,1.28,0.245,-10.994,-0.0003167309332638979,0.0
30.6213271,-96.3377127,0,1.21,0.216,-10.994,0.0006821518763899803,0.0
30.6213254,-96.33771089999999,0,1.18,0.209,-10.994,0.00590308103710413,0.0
30.6213254,-96.33771089999999,0,1.25,0.209,-10.994,0.00991638470441103,0.0
30.6213254,-96.33771089999999,0,1.27,0.209,-10.994,0.010558470152318478,0.0
30.6213254,-96.33771089999999,0,1.3,0.209,-10.994,0.014109689742326736,0.0
30.6213254,-96.33771089999999,0,1.32,0.209,-10.994,0.01438095048069954,0.0
30.6213254,-96.33771089999999,0,1.31,0.263,-10.994,0.01411802414804697,0.0
30.621323699999998,-96.3377089,0,1.31,0.331,-10.994,0.015890618786215782,0.0
30.621323699999998,-96.3377089,0,1.3,0.446,-10.994,0.015868064016103745,0.0
30.621323699999998,-96.3377089,0,1.3,0.501,-7.372,0.01850581169128418,0.0
30.621323699999998,-96.3377089,0,1.38,0.501,-4.856,0.021510228514671326,0.0
30.621323699999998,-96.3377089,0,1.5,0.518,-4.856,0.025681214407086372,0.0
30.621322,-96.33770679999999,0,1.58,0.55,-0.633,0.025234974920749664,0.0
30.621322,-96.33770679999999,0,1.68,0.564,-0.075,0.028579413890838623,0.0
30.621322,-96.33770679999999,0,1.38,0.589,0.0,0.03094308078289032,0.0
30.621322,-96.33770679999999,0,1.24,0.603,0.0,0.029152769595384598,0.0
30.621322,-96.33770679999999,0,1.25,0.606,0.0,0.026049993932247162,0.0
30.621322,-96.33770679999999,0,1.56,0.606,0.0,0.02408403903245926,0.0
30.621322,-96.33770679999999,0,1.71,0.606,0.0,0.021201573312282562,0.0
30.6213201,-96.33770489999999,0,1.68,0.609,0.0,0.024262981489300728,0.0
30.6213201,-96.33770489999999,0,1.42,0.611,0.0,0.023947302252054214,0.0
30.6213201,-96.33770489999999,0,1.37,0.611,0.0,0.023086970672011375,0.0
30.6213201,-96.33770489999999,0,1.5,0.611,0.0,0.01995726488530636,0.0
30.6213201,-96.33770489999999,0,1.76,0.611,0.0,0.01792568899691105,0.0
30.6213201,-96.33770489999999,0,1.82,0.611,0.0,0.017115909606218338,0.0
30.621318199999997,-96.33770299999999,0,1.72,0.583,0.0,0.014621710404753685,0.0
30.621318199999997,-96.33770299999999,0,1.6,0.55,0.0,0.012486942112445831,0.0
30.621318199999997,-96.33770299999999,0,1.63,0.435,0.0,0.011719273403286934,0.0
30.621318199999997,-96.33770299999999,0,1.83,0.395,0.0,0.00818450003862381,0.0
30.621318199999997,-96.33770299999999,0,1.88,0.395,0.0,0.0072529492899775505,0.0
30.621316099999998,-96.3377005,0,1.78,0.384,0.0,0.005080699920654297,0.0
30.621316099999998,-96.3377005,0,1.62,0.368,0.0,0.001533136935904622,0.0
30.621316099999998,-96.3377005,0,1.73,0.349,0.0,-0.0004362983163446188,0.0
30.621316099999998,-96.3377005,0,1.83,0.331,-0.554,-0.005565961357206106,0.0
30.621316099999998,-96.3377005,0,1.98,0.33,-1.99,-0.005594765767455101,0.0
30.621316099999998,-96.3377005,0,1.95,0.33,-7.511,-0.007714227773249149,0.0
30.621316099999998,-96.3377005,0,1.91,0.33,-7.511,-0.00800925213843584,0.0
30.621313699999998,-96.33769749999999,0,1.89,0.33,-10.574,-0.004527154844254255,0.0
30.621313699999998,-96.33769749999999,0,2.0,0.323,-10.994,0.0010770212393254042,0.0
30.621313699999998,-96.33769749999999,0,2.03,0.323,-10.994,0.0026960987597703934,0.0
30.621313699999998,-96.33769749999999,0,2.03,0.323,-10.994,0.004866550210863352,0.0
30.621313699999998,-96.33769749999999,0,1.93,0.323,-10.994,0.007418602705001831,0.0
30.621313699999998,-96.33769749999999,0,1.9,0.323,-10.994,0.009340033866465092,0.0
30.621311199999997,-96.33769459999999,0,1.92,0.323,-10.994,0.011607854627072811,0.0
30.621311199999997,-96.33769459999999,0,1.98,0.323,-10.994,0.01623591035604477,0.0
30.621311199999997,-96.33769459999999,0,2.03,0.342,-10.994,0.01857578381896019,0.0
30.621311199999997,-96.33769459999999,0,2.07,0.365,-10.994,0.02034798078238964,0.0
30.621311199999997,-96.33769459999999,0,2.11,0.375,-10.994,0.02478228509426117,0.0
30.621311199999997,-96.33769459999999,0,2.11,0.375,-10.994,0.025842852890491486,0.0
30.6213086,-96.3376918,0,2.06,0.381,-8.376,0.030100982636213303,0.0
30.6213086,-96.3376918,0,2.02,0.407,-6.563,0.03432674705982208,0.0
30.6213086,-96.3376918,0,2.03,0.423,-3.502,0.03480897098779678,0.0
30.6213086,-96.3376918,0,2.07,0.441,-2.778,0.037383005023002625,0.0
30.6213086,-96.3376918,0,2.14,0.446,-2.778,0.04018375650048256,0.0
30.621305999999997,-96.3376888,0,2.15,0.446,-2.528,0.04213980957865715,0.0
30.621305999999997,-96.3376888,0,2.11,0.465,-2.528,0.04416126012802124,0.0
30.621305999999997,-96.3376888,0,2.11,0.474,-2.368,0.04705183953046799,0.0
30.621305999999997,-96.3376888,0,2.15,0.481,-1.99,0.05070735886693001,0.0
30.621305999999997,-96.3376888,0,2.2,0.481,-1.516,0.052581943571567535,0.0
30.621305999999997,-96.3376888,0,2.26,0.481,-1.218,0.05471685156226158,0.0
30.621303299999997,-96.3376859,0,2.23,0.481,-1.106,0.05790621414780617,0.0
30.621303299999997,-96.3376859,0,2.21,0.481,-1.106,0.05717913806438446,0.0
30.621303299999997,-96.3376859,0,2.25,0.481,-0.95,0.05695657432079315,0.0
30.621303299999997,-96.3376859,0,2.36,0.481,-0.902,0.0553414560854435,0.0
30.621303299999997,-96.3376859,0,2.38,0.481,-0.674,0.051263365894556046,0.0
30.621303299999997,-96.3376859,0,2.36,0.481,-0.515,0.04789361730217934,0.0
30.621303299999997,-96.3376859,0,2.37,0.481,-0.479,0.046979453414678574,0.0
30.621300299999998,-96.33768289999999,0,2.37,0.481,-0.479,0.04027213901281357,0.0
30.621300299999998,-96.33768289999999,0,2.47,0.481,-0.479,0.03691529482603073,0.0
30.621300299999998,-96.33768289999999,0,2.46,0.481,-0.479,0.03008989244699478,0.0
30.621300299999998,-96.33768289999999,0,2.45,0.481,-0.479,0.028517568483948708,0.0
30.621300299999998,-96.33768289999999,0,2.52,0.481,-0.479,0.031190212815999985,0.0
30.621297,-96.3376797,0,2.59,0.481,-1.332,0.030479302629828453,0.0
30.621297,-96.3376797,0,2.61,0.481,-1.332,0.03094175085425377,0.0
30.621297,-96.3376797,0,2.62,0.481,-3.996,0.031992923468351364,0.0
30.621297,-96.3376797,0,2.64,0.481,-4.856,0.027183804661035538,0.0
30.621297,-96.3376797,0,2.67,0.465,-5.557,0.02337620034813881,0.0
30.621297,-96.3376797,0,2.71,0.46,-5.677,0.02278054505586624,0.0
30.621297,-96.3376797,0,2.75,0.458,-5.677,0.028261732310056686,0.0
30.621293599999998,-96.33767619999999,0,2.74,0.458,-5.677,0.0328667052090168,0.0
30.621293599999998,-96.33767619999999,0,2.74,0.458,-5.8,0.04419447109103203,0.0
30.621293599999998,-96.33767619999999,0,2.85,0.458,-5.8,0.05108068510890007,0.0
30.621293599999998,-96.33767619999999,0,2.9,0.458,-5.8,0.05348564684391022,0.0
30.621293599999998,-96.33767619999999,0,2.94,0.458,-5.8,0.05960021913051605,0.0
30.621293599999998,-96.33767619999999,0,2.9,0.458,-5.8,0.059518963098526,0.0
30.621289899999997,-96.3376724,0,2.89,0.458,-5.8,0.060391347855329514,0.0
30.621289899999997,-96.3376724,0,2.97,0.458,-5.8,0.061635084450244904,0.0
30.621289899999997,-96.3376724,0,3.07,0.455,-4.744,0.062427323311567307,0.0
30.621289899999997,-96.3376724,0,3.08,0.455,-2.95,0.0619346909224987,0.0
30.621289899999997,-96.3376724,0,3.09,0.449,-1.393,0.07116956263780594,0.0
30.6212859,-96.33766849999999,0,3.08,0.449,-0.236,0.08086369931697845,0.0
30.6212859,-96.33766849999999,0,3.07,0.449,0.0,0.08407344669103622,0.0
30.6212859,-96.33766849999999,0,3.15,0.448,0.0,0.08792127668857574,0.0
30.6212859,-96.33766849999999,0,3.22,0.448,0.0,0.0840514525771141,0.0
30.6212859,-96.33766849999999,0,3.25,0.442,0.0,0.08015348762273788,0.0
30.6212859,-96.33766849999999,0,3.24,0.442,0.0,0.07824510335922241,0.0
30.621281399999997,-96.3376645,0,3.2,0.442,0.0,0.0760541558265686,0.0
30.621281399999997,-96.3376645,0,3.25,0.442,0.0,0.07364927232265472,0.0
30.621281399999997,-96.3376645,0,3.36,0.442,0.0,0.07033991813659668,0.0
30.621281399999997,-96.3376645,0,3.41,0.398,0.0,0.06214677542448044,0.0
30.621281399999997,-96.3376645,0,3.41,0.37,0.0,0.06259802728891373,0.0
30.621281399999997,-96.3376645,0,3.28,0.296,0.0,0.058867037296295166,0.0
30.621281399999997,-96.3376645,0,3.15,0.25,0.0,0.05562535673379898,0.0
30.621276599999998,-96.3376605,0,3.21,0.25,0.0,0.05572750046849251,0.0
30.621276599999998,-96.3376605,0,3.38,0.209,0.0,0.05066123604774475,0.0
30.621276599999998,-96.3376605,0,3.52,0.209,0.0,0.044653162360191345,0.0
30.621276599999998,-96.3376605,0,3.52,0.209,0.0,0.04066940024495125,0.0
30.621276599999998,-96.3376605,0,3.34,0.209,0.0,0.03881469741463661,0.0
30.621271699999998,-96.33765609999999,0,3.27,0.209,0.0,0.039447247982025146,0.0
30.621271699999998,-96.33765609999999,0,3.26,0.209,0.853,0.0360262468457222,0.0
30.621271699999998,-96.33765609999999,0,3.26,0.209,0.853,0.03629578277468681,0.0
30.621271699999998,-96.33765609999999,0,3.27,0.209,10.246,0.03049449250102043,0.0
30.621271699999998,-96.33765609999999,0,3.28,0.209,10.994,0.027870643883943558,0.0
30.621271699999998,-96.33765609999999,0,3.27,0.209,10.994,0.02033400908112526,0.0
30.621271699999998,-96.33765609999999,0,3.26,0.209,10.994,0.016026202589273453,0.0
30.621266799999997,-96.3376516,0,3.26,0.209,10.994,0.005110946949571371,0.0
30.621266799999997,-96.3376516,0,3.3,0.209,10.994,-0.002001361222937703,0.0
30.621266799999997,-96.3376516,0,3.43,0.209,10.994,-0.005115278530865908,0.0
30.621266799999997,-96.3376516,0,3.46,0.209,10.994,-0.004299704916775227,0.0
30.621266799999997,-96.3376516,0,3.48,0.209,10.994,-0.00712127098813653,0.0
30.621261999999998,-96.3376471,0,3.46,0.209,10.994,-0.010757562704384327,0.0
30.621261999999998,-96.3376471,0,3.46,0.209,10.994,-0.019305532798171043,0.0
30.621261999999998,-96.3376471,0,3.44,0.209,10.994,-0.026456177234649658,0.0
30.621261999999998,-96.3376471,0,3.41,0.209,10.994,-0.029591288417577744,0.0
30.621261999999998,-96.3376471,0,3.41,0.209,10.994,-0.03033338487148285,0.0
