vx,vc,steer_val,steer_vel,steer_cmd,omega,accel
14.98888874053955,15.0,-0.01745329238474369,-0.3490658476948738,0.0,-0.008683586462287047,0.004085254024875939
14.98888874053955,15.0,-0.024434609338641167,-0.08726650848984718,0.0,-0.00930384421989088,0.003928128870073018
14.98888874053955,15.0,-0.02617993950843811,-0.08726641535758972,0.0,-0.00992226223296422,-0.0015653631704901868
14.98611068725586,15.0,-0.027925267815589905,0.5235987715423107,0.0,-0.006201409410982074,-0.0015051568947021027
14.98611068725586,15.0,-0.01745329238474369,-0.2617994323372841,0.0,-0.008063329608157139,0.003895143916039144
14.98888874053955,15.0,-0.022689281031489372,0.0,0.0,-0.008063329608157139,0.003745330688499177
14.98888874053955,15.0,-0.022689281031489372,-0.08726641535758972,0.0,-0.008683586462287047,0.0036012795081722857
14.98888874053955,15.0,-0.024434609338641167,-0.08726650848984718,0.0,-0.00930384421989088,0.003462768757857967
14.98888874053955,15.0,-0.02617993950843811,-0.1745329238474369,-0.001745329238474369,-0.010544359866731252,0.0033295853440941992
14.98888874053955,15.0,-0.02967059798538685,0.6981316953897476,-0.001745329238474369,-0.005582302937949365,0.0032015243693213455
14.98888874053955,15.0,-0.015707964077591896,-0.2617993392050266,0.0,-0.007443072316351154,0.00307838881665514
14.98888874053955,15.0,-0.02094395086169243,0.0,0.0,-0.007443072316351154,0.0029599892467837884
14.98888874053955,15.0,-0.02094395086169243,-0.08726650848984718,0.0,-0.008063329608157139,0.0028461435065228733
14.98888874053955,15.0,-0.022689281031489372,-0.08726641535758972,0.0,-0.008683586462287047,0.002736676448579686
14.98888874053955,15.0,-0.024434609338641167,-0.08726650848984718,0.0,-0.00930384421989088,0.002631419662095852
14.98888874053955,15.0,-0.02617993950843811,0.0,0.0,-0.009305568602227251,0.007872621374498717
14.991666793823242,15.0,-0.02617993950843811,0.436332356184721,0.0,-0.00620255899849929,0.0022274180837652926
14.98888874053955,15.0,-0.01745329238474369,-0.08726650848984718,0.0,-0.006824080439968265,0.00748415831841164
